"GeneA","GeneB"
"CHD4","CPNE5"
"CHD4","BCL11B"
"CHD4","SMARCA4"
"CHD4","CBFA2T3"
"CHD4","H3F3B"
"CHD4","MYC"
"CHD4","NAB1"
"CHD4","RB1"
"CHD4","FBLN5"
"CHD4","TCF12"
"CHD4","PARP1"
"CHD4","SSBP2"
"CHD4","ATM"
"CHD4","UBASH3B"
"CHD4","SSBP3"
"CHD4","RUNX1"
"CHD4","PCNT"
"CHD4","IKZF3"
"CHD4","TAL1"
"CHD4","VCAM1"
"CHD4","SMARCAD1"
"CHD4","PYHIN1"
"CHD4","IFI16"
"CHD4","AIM2"
"CHD4","SAP30"
"CHD4","FOXQ1"
"CHD4","RAD21"
"CHD4","NOLC1"
"CHD4","RBPJ"
"CHD4","BMI1"
"CHD4","CCDC8"
"CHD4","CHD3"
"CHD4","ZNF581"
"CHD4","MLLT3"
"CHD4","SMARCC1"
"CHD4","ATR"
"CHD4","FOXG1"
"CHD4","NR2C2"
"CHD4","TBL1XR1"
"CHD4","JUN"
"CHD4","SUZ12"
"CHD4","FOXE1"
"CHD4","MTA1"
"CHD4","IKZF1"
"CHD4","SIRT7"
"CHD4","KPNA5"
"CHD4","HIST1H3D"
"CHD4","NTRK1"
"CHD4","EHMT2"
"COPS7A","CRBN"
"COPS7A","USP9Y"
"COPS7A","NFE2L2"
"COPS7A","WDR77"
"COPS7A","FBXO6"
"COPS7A","DCAF4"
"COPS7A","FAM98A"
"COPS7A","DCAF10"
"COPS7A","EIF2S2"
"COPS7A","DDB2"
"COPS7A","CUL4A"
"COPS7A","DET1"
"COPS7A","COPS3"
"COPS7A","TOM1L1"
"COPS7A","NUF2"
"COPS7A","TOR1AIP1"
"COPS7A","DTL"
"COPS7A","BTBD10"
"COPS7A","CCDC82"
"COPS7A","SLX4IP"
"COPS7A","RAD17"
"COPS7A","CUL4B"
"COPS7A","NLRP3"
"COPS7A","PPBP"
"COPS7A","LRR1"
"COPS7A","GPS1"
"COPS7A","CSN3"
"COPS7A","DDIT3"
"COPS7A","PAAF1"
"COPS7A","JUN"
"COPS7A","GRK5"
"ING4","GADD45A"
"ING4","EBNA1BP2"
"ING4","PPFIA1"
"ING4","H3F3B"
"ING4","EGLN1"
"ING4","POGZ"
"ING4","CDKN2A"
"ING4","BRPF1"
"ING4","MSX1"
"ING4","NOLC1"
"ING4","NAV2"
"ING4","TRIM56"
"ING4","BCOR"
"ING4","HIST1H3D"
"ING4","HIST1H2BN"
"GNB3","GNAI2"
"GNB3","TUBA1B"
"GNB3","GNG11"
"GNB3","CUL4A"
"GNB3","ERBB2"
"GNB3","GNAQ"
"GNB3","GNG3"
"GNB3","GNG8"
"GNB3","GNG4"
"GNB3","RCAN2"
"GNB3","GNB2"
"GNB3","GNG12"
"GNB3","GNG7"
"GNB3","GNG2"
"GNB3","CD47"
"CHPT1","SLAMF1"
"CHPT1","TCTN3"
"CHPT1","CD70"
"CHPT1","NMUR2"
"CHPT1","CDH13"
"CHPT1","CD1B"
"CHPT1","KLK11"
"CHPT1","VASN"
"CHPT1","LRRC8B"
"GNPTAB","STAMBPL1"
"GNPTAB","APP"
"GNPTAB","PXYLP1"
"GNPTAB","B3GALT2"
"GNPTAB","AEN"
"SPSB2","PIK3R3"
"SPSB2","EPHB2"
"SPSB2","APP"
"SPSB2","PAWR"
"ENO2","HSPE1"
"ENO2","CTH"
"ENO2","FKBP1B"
"ENO2","ANXA11"
"ENO2","CDK2"
"ENO2","TUBA4A"
"ENO2","HABP4"
"ENO2","MYC"
"ENO2","SEC31A"
"ENO2","GABARAPL1"
"ENO2","EFHD2"
"ENO2","ENSA"
"ENO2","TAGLN3"
"ENO2","MSN"
"ENO2","TERF1"
"ENO2","TAGLN"
"ENO2","CENPJ"
"ENO2","EEF1A1"
"ENO2","HK1"
"ENO2","CUL4B"
"ENO2","TAGLN2"
"ENO2","TKT"
"ENO2","POC1A"
"ENO2","C16orf45"
"ENO2","FKBP2"
"ENO2","UBE2C"
"ENO2","A2M"
"ENO2","CALR"
"ENO2","COLEC10"
"ENO2","SUMO3"
"ENO2","SIGIRR"
"ENO2","NTRK1"
"ENO2","PNP"
"ENO2","AKR1B15"
"C12orf57","ACO1"
"C12orf57","EGLN3"
"C12orf57","PLXNB2"
"PTPN6","DUSP22"
"PTPN6","GHR"
"PTPN6","BRIX1"
"PTPN6","LIFR"
"PTPN6","EBNA1BP2"
"PTPN6","PTK2B"
"PTPN6","PILRB"
"PTPN6","CXCR4"
"PTPN6","FLT3"
"PTPN6","PLCG1"
"PTPN6","ACTN4"
"PTPN6","MACROD1"
"PTPN6","CAMK1"
"PTPN6","IL6ST"
"PTPN6","ANXA1"
"PTPN6","MYC"
"PTPN6","CD72"
"PTPN6","CUZD1"
"PTPN6","VAV1"
"PTPN6","IFNAR1"
"PTPN6","PIK3R1"
"PTPN6","EGFR"
"PTPN6","PRKCA"
"PTPN6","KIT"
"PTPN6","PANK4"
"PTPN6","SHC1"
"PTPN6","JAK1"
"PTPN6","SLAMF6"
"PTPN6","RPL22L1"
"PTPN6","PRKCD"
"PTPN6","SYK"
"PTPN6","STAT6"
"PTPN6","SMAD3"
"PTPN6","LAIR1"
"PTPN6","CD300A"
"PTPN6","CTNNB1"
"PTPN6","PTK2"
"PTPN6","PA2G4"
"PTPN6","CDH2"
"PTPN6","INSR"
"PTPN6","THEMIS"
"PTPN6","NMNAT1"
"PTPN6","STAT5B"
"PTPN6","TLR10"
"PTPN6","TRAF6"
"PTPN6","GRB2"
"PTPN6","RRS1"
"PTPN6","NSUN7"
"PTPN6","C8orf33"
"PTPN6","LCK"
"PTPN6","FHL3"
"PTPN6","OLIG1"
"PTPN6","IRS2"
"PTPN6","BTLA"
"PTPN6","TUBB4B"
"PTPN6","SRC"
"PTPN6","RPF2"
"PTPN6","PLCG2"
"PTPN6","SIRPA"
"PTPN6","NTRK1"
"PTPN6","CD247"
"PTPN6","LYN"
"PTPN6","SIGLEC12"
"LPCAT3","TCTN3"
"LPCAT3","TSPAN2"
"LPCAT3","LPAR6"
"LPCAT3","C3AR1"
"LPCAT3","LPAR1"
"APOBEC1","SYNCRIP"
"APOBEC1","A1CF"
"GOLT1B","LIFR"
"GOLT1B","ATP6V1A"
"GOLT1B","RTN4"
"GOLT1B","ABCD3"
"GOLT1B","ABCG2"
"GOLT1B","TCTN3"
"GOLT1B","CXCR4"
"GOLT1B","ADGRE5"
"GOLT1B","MBOAT7"
"GOLT1B","KTN1"
"GOLT1B","SGPP1"
"GOLT1B","CALU"
"GOLT1B","REEP5"
"GOLT1B","CHSY1"
"GOLT1B","INPP5K"
"GOLT1B","SLC38A2"
"GOLT1B","KIDINS220"
"GOLT1B","UBAC2"
"GOLT1B","ANXA1"
"GOLT1B","CPM"
"GOLT1B","CKAP4"
"GOLT1B","CCDC115"
"GOLT1B","FLOT1"
"GOLT1B","FAM8A1"
"GOLT1B","SDCBP"
"GOLT1B","MYOF"
"GOLT1B","RNF185"
"GOLT1B","MGST3"
"GOLT1B","XPR1"
"GOLT1B","INTS7"
"GOLT1B","LBR"
"GOLT1B","YIPF5"
"GOLT1B","ATP6V1B2"
"GOLT1B","STOM"
"GOLT1B","PTGES"
"GOLT1B","ENDOD1"
"GOLT1B","TMEM237"
"GOLT1B","MCU"
"GOLT1B","CHCHD6"
"GOLT1B","ATP6V0D1"
"GOLT1B","NDUFV3"
"GOLT1B","EXTL2"
"GOLT1B","DDR2"
"GOLT1B","ATP1A1"
"GOLT1B","HTRA1"
"GOLT1B","PDIA3"
"GOLT1B","PHB"
"GOLT1B","GOLGA2"
"GOLT1B","SNTB2"
"GOLT1B","PCDH7"
"GOLT1B","TMEM43"
"GOLT1B","NABP1"
"GOLT1B","JUP"
"GOLT1B","GOLIM4"
"GOLT1B","MYADM"
"GOLT1B","KATNA1"
"GOLT1B","TMEM216"
"GOLT1B","LRP10"
"GOLT1B","SFT2D2"
"GOLT1B","PHB2"
"GOLT1B","PDCD6"
"LDHB","FN1"
"LDHB","PTBP3"
"LDHB","SDCBP"
"LDHB","TERF1"
"LDHB","PPP4R1"
"LDHB","MAPK13"
"LDHB","VCAM1"
"LDHB","TUBA1A"
"LDHB","RAC3"
"LDHB","JUN"
"LDHB","COLEC10"
"LDHB","H2AFX"
"LDHB","LRRK2"
"PRKAB1","NEK4"
"PRKAB1","EPB41L5"
"PRKAB1","RTN4"
"PRKAB1","CCDC88A"
"PRKAB1","ACAT2"
"PRKAB1","GOT2"
"PRKAB1","F10"
"PRKAB1","PIN1"
"PRKAB1","TUBA4A"
"PRKAB1","RPL36"
"PRKAB1","TRIM28"
"PRKAB1","EIF2S3"
"PRKAB1","ACLY"
"PRKAB1","PRKAB2"
"PRKAB1","MYH10"
"PRKAB1","SYNCRIP"
"PRKAB1","MYC"
"PRKAB1","SSB"
"PRKAB1","ETFA"
"PRKAB1","APP"
"PRKAB1","PGD"
"PRKAB1","PFDN2"
"PRKAB1","MCL1"
"PRKAB1","PARP1"
"PRKAB1","MSN"
"PRKAB1","EIF3M"
"PRKAB1","DCLRE1C"
"PRKAB1","PDIA4"
"PRKAB1","CBR1"
"PRKAB1","PDXK"
"PRKAB1","PRKAA2"
"PRKAB1","AGL"
"PRKAB1","HSPA4L"
"PRKAB1","NUDT5"
"PRKAB1","HPRT1"
"PRKAB1","DDX21"
"PRKAB1","MCM7"
"PRKAB1","MARS"
"PRKAB1","RRM1"
"PRKAB1","TSR1"
"PRKAB1","MAT2A"
"PRKAB1","PA2G4"
"PRKAB1","KIF5B"
"PRKAB1","CTPS1"
"PRKAB1","GRB2"
"PRKAB1","UBE2N"
"PRKAB1","RCC2"
"PRKAB1","RCC1"
"PRKAB1","SHMT2"
"PRKAB1","SLC25A10"
"PRKAB1","COPB2"
"PRKAB1","TARSL2"
"PRKAB1","HSPA1B"
"PRKAB1","HSPA1A"
"PRKAB1","MIF"
"CMAS","FIG4"
"CMAS","FBXO6"
"CMAS","FAM98A"
"CMAS","APP"
"CMAS","NAA15"
"CMAS","JUN"
"CMAS","LRRK2"
"CMAS","HIST1H3D"
"CMAS","CHCHD10"
"CMAS","SIGLEC12"
"C2CD5","SORT1"
"C2CD5","SYNCRIP"
"C2CD5","ITGB3BP"
"C2CD5","RACGAP1"
"C2CD5","CDK5"
"C2CD5","QSOX2"
"C2CD5","SGTB"
"AICDA","BAG2"
"AICDA","GADD45A"
"AICDA","EXOSC8"
"AICDA","EXOSC9"
"AICDA","EXOSC2"
"AICDA","PCNA"
"AICDA","CTNNBL1"
"AICDA","DNAJA4"
"AICDA","APP"
"AICDA","EEF1A1"
"AICDA","IER5"
"AICDA","EXOSC4"
"AICDA","TUBB4B"
"AICDA","KPNA5"
"AICDA","EXOSC6"
"AICDA","PRKDC"
"RIC8B","GNAI2"
"RIC8B","ENSA"
"RIC8B","GNAQ"
"RIC8B","INTU"
"RIC8B","THBS3"
"RIC8B","TIGD5"
"FGFR1OP2","ZC2HC1C"
"FGFR1OP2","PLP1"
"FGFR1OP2","STRIP2"
"FGFR1OP2","STK26"
"FGFR1OP2","STOM"
"FGFR1OP2","SURF4"
"FGFR1OP2","HAUS1"
"FGFR1OP2","POC1A"
"FGFR1OP2","PHB"
"FGFR1OP2","ALYREF"
"FGFR1OP2","STRN3"
"FGFR1OP2","PHB2"
"COL12A1","ID1"
"COL12A1","DYSF"
"BTN3A3","ARL8B"
"BTN3A3","CTSL"
"BTN3A3","HLA-A"
"TDP2","TNFRSF8"
"TDP2","TRAF3"
"TDP2","ETS1"
"TDP2","SRPK2"
"TDP2","BLK"
"TDP2","SKIL"
"TDP2","EPS8"
"TDP2","FLI1"
"TDP2","JAM2"
"TDP2","ETS2"
"TDP2","SMAD3"
"TDP2","GOLGA2"
"TDP2","TAP1"
"TDP2","TCEAL1"
"TDP2","TRAF6"
"TDP2","SUMO3"
"TDP2","C2orf88"
"FRK","ABI1"
"FRK","RB1"
"FRK","EGFR"
"FRK","STAT3"
"FRK","PTEN"
"DSE","NRG1"
"DSE","SYNE4"
"DSE","HLA-DPA1"
"PAK1IP1","MDM2"
"PAK1IP1","PAK1"
"PAK1IP1","MNDA"
"PAK1IP1","RCC2"
"PAK1IP1","WDR46"
"NEDD9","TRIM23"
"NEDD9","ID2"
"NEDD9","NEK2"
"NEDD9","EXOSC8"
"NEDD9","PTK2B"
"NEDD9","PIK3CA"
"NEDD9","PTPN12"
"NEDD9","PRAM1"
"NEDD9","TFCP2"
"NEDD9","MICAL1"
"NEDD9","BCAR3"
"NEDD9","APP"
"NEDD9","RBPMS"
"NEDD9","ZYX"
"NEDD9","REL"
"NEDD9","NAB2"
"NEDD9","SMAD3"
"NEDD9","FAM102A"
"NEDD9","CRK"
"NEDD9","PTK2"
"NEDD9","SMAD1"
"NEDD9","SMAD2"
"NEDD9","LCK"
"NEDD9","RFX6"
"NEDD9","LYN"
"CEP85L","CNTRL"
"CEP85L","PIGT"
"CEP85L","TUBA1A"
"ADTRP","S100B"
"ASF1A","PTBP3"
"ASF1A","H3F3B"
"ASF1A","NASP"
"ASF1A","PAN2"
"ASF1A","CDAN1"
"ASF1A","CCNA2"
"ASF1A","MMS22L"
"ASF1A","UBN2"
"ASF1A","HIST1H4H"
"ASF1A","CHAF1B"
"ASF1A","VPS28"
"ASF1A","CHAF1A"
"ASF1A","C15orf41"
"ASF1A","HIST1H4C"
"ASF1A","HIST1H3D"
"ASF1A","PRR3"
"ASF1A","IPO7"
"FAM184A","AMOTL2"
"FAM184A","UBA1"
"FAM184A","USO1"
"FAM184A","CDR2"
"FAM184A","APP"
"FAM184A","CUL4B"
"FAM184A","GOLGA2"
"FAM184A","UBE2N"
"RNGTT","MYC"
"RNGTT","INTU"
"RNGTT","JUN"
"MAN1A1","UST"
"MAN1A1","CLU"
"MAN1A1","CD1B"
"MAN1A1","CDCP1"
"MAN1A1","MMP10"
"HDDC2","POMC"
"HDDC2","DUSP1"
"HDDC2","DUSP6"
"HDDC2","LCN2"
"HDDC2","DUSP23"
"TPD52L1","HDAC1"
"TPD52L1","PAK6"
"TPD52L1","ABL2"
"TPD52L1","MAL2"
"TPD52L1","SFN"
"TPD52L1","MAP3K5"
"SASH1","MED28"
"SASH1","SKIL"
"SASH1","SFN"
"SASH1","IRAK1"
"SASH1","IRAK4"
"UST","SDCBP2"
"UST","MRAP2"
"UST","MYC"
"UST","INHBE"
"UST","GOLIM4"
"UST","JAG2"
"FBXO5","GMNN"
"FBXO5","CDC20"
"FBXO5","CDC16"
"FBXO5","MYC"
"FBXO5","ANAPC10"
"FBXO5","ANAPC16"
"FBXO5","CDK1"
"FBXO5","SRC"
"RHAG","CD47"
"STK38","CRBN"
"STK38","MOB1A"
"STK38","ID2"
"STK38","FBXO6"
"STK38","SOCS2"
"STK38","AGO3"
"STK38","MPP1"
"STK38","CDK8"
"STK38","CCNB1"
"STK38","VHL"
"STK38","ARRB1"
"STK38","HERC5"
"STK38","ARRB2"
"STK38","MARVELD2"
"STK38","S100B"
"STK38","HIST2H2BE"
"STK38","ISG15"
"STK38","GTF2F2"
"STK38","HIST1H3D"
"STK38","GRK5"
"STK38","EHMT2"
"SOD2","ALDH5A1"
"SOD2","CEP70"
"SOD2","EIF1B"
"SOD2","HSPE1"
"SOD2","PRDM2"
"SOD2","FOXO3"
"SOD2","CAT"
"SOD2","KIAA1549"
"SOD2","PEPD"
"SOD2","VHL"
"SOD2","SCRN1"
"SOD2","ALDH1B1"
"SOD2","NABP2"
"SOD2","APP"
"SOD2","SMARCA5"
"SOD2","TNIK"
"SOD2","TKT"
"SOD2","ARF6"
"SOD2","GPT2"
"SOD2","HDHD2"
"SOD2","RAB4A"
"SOD2","CST1"
"SOD2","GOLGB1"
"SOD2","P4HB"
"SOD2","CYP4F12"
"SOD2","H2AFX"
"SOD2","HLA-B"
"MCM3","RAD50"
"MCM3","ITGA4"
"MCM3","FN1"
"MCM3","STAT1"
"MCM3","EPAS1"
"MCM3","FBXO6"
"MCM3","TSNAX"
"MCM3","RPA2"
"MCM3","TJP2"
"MCM3","CDK2"
"MCM3","OBSL1"
"MCM3","NAGK"
"MCM3","PPAT"
"MCM3","CAP1"
"MCM3","PCNA"
"MCM3","CCNA1"
"MCM3","SYNCRIP"
"MCM3","HEMGN"
"MCM3","MYC"
"MCM3","GABARAPL1"
"MCM3","MAP1LC3B"
"MCM3","ARRB2"
"MCM3","CBX4"
"MCM3","ENSA"
"MCM3","EGFR"
"MCM3","FBXO25"
"MCM3","GINS4"
"MCM3","NCAPD3"
"MCM3","HAUS1"
"MCM3","SMARCA5"
"MCM3","EEF1A1"
"MCM3","HIST1H4H"
"MCM3","VCAM1"
"MCM3","CDCA7L"
"MCM3","RAD21"
"MCM3","ORC5"
"MCM3","ARF6"
"MCM3","MCM7"
"MCM3","CCDC8"
"MCM3","TRAF6"
"MCM3","RUVBL1"
"MCM3","LMNB2"
"MCM3","JUN"
"MCM3","MCFD2"
"MCM3","PTP4A3"
"MCM3","TCEA1"
"MCM3","LRRK2"
"MCM3","HIST1H4C"
"MCM3","HIST1H3D"
"MCM3","MCMBP"
"MCM3","NTRK1"
"MCM3","HSPA1B"
"MCM3","HSPA1A"
"MCM3","HLA-C"
"MCM3","PPME1"
"MCM3","HLA-B"
"MCM3","PRKDC"
"CD83","STAG1"
"CD83","NDFIP1"
"CD83","TBRG4"
"CD83","DAB2IP"
"CD83","UGCG"
"CD83","HEATR3"
"CD83","RADIL"
"CD83","RHOBTB3"
"CD83","ATP7A"
"CD83","CD320"
"CD83","SLC30A1"
"CD83","USP32"
"CD83","VANGL1"
"CD83","ZDHHC13"
"CD83","MYADM"
"CD83","BMPR2"
"CD83","PI4KA"
"MDN1","BRIX1"
"MDN1","FN1"
"MDN1","OBSL1"
"MDN1","CD70"
"MDN1","MYC"
"MDN1","WDR12"
"MDN1","VCAM1"
"MDN1","SMARCAD1"
"MDN1","CCDC8"
"MDN1","FOXL1"
"MDN1","RIPK4"
"MDN1","PTP4A3"
"MDN1","SIRT7"
"MDN1","LRRK2"
"MDN1","CASP4"
"MDN1","GLMP"
"BACH2","BCL6"
"BACH2","BATF3"
"BACH2","ARRB1"
"BACH2","FARS2"
"BACH2","CREB5"
"BACH2","SLC43A1"
"BACH2","ANKRD55"
"BACH2","FAM161A"
"BACH2","TCEA2"
"BACH2","DDIT3"
"BACH2","ZBTB34"
"BACH2","JUN"
"BACH2","RPP25"
"BACH2","TSHZ2"
"BACH2","ZNF438"
"BACH2","ZNF124"
"BACH2","MAFG"
"BACH2","MAFB"
"RBM24","QSOX1"
"RBM24","PPL"
"RBM24","RBM38"
"RBM24","TRIM29"
"RBM24","RBPMS"
"RBM24","DMKN"
"RBM24","IVL"
"RBM24","JUP"
"RBM24","CALML3"
"RBM24","CALML5"
"RBM24","PKP3"
"RBM24","SERPINB13"
"RBM24","SERPINB5"
"CAP2","CAP1"
"CAP2","MED4"
"CAP2","EGFR"
"CAP2","PSPH"
"CAP2","GSN"
"CAP2","CFL2"
"CAP2","CFL1"
"BAG2","QKI"
"BAG2","CRBN"
"BAG2","FN1"
"BAG2","EPAS1"
"BAG2","WDR77"
"BAG2","DNAJC6"
"BAG2","RPA2"
"BAG2","TARDBP"
"BAG2","TUBA1B"
"BAG2","STIL"
"BAG2","OBSL1"
"BAG2","STK33"
"BAG2","TUBG1"
"BAG2","NPHP4"
"BAG2","DNAJB1"
"BAG2","SYNCRIP"
"BAG2","NAT10"
"BAG2","PAN2"
"BAG2","DHX9"
"BAG2","POC1B"
"BAG2","DET1"
"BAG2","NPHP1"
"BAG2","NFKBIE"
"BAG2","EGFR"
"BAG2","LATS2"
"BAG2","BAG3"
"BAG2","HNRNPU"
"BAG2","PPP2R2B"
"BAG2","PINK1"
"BAG2","CCAR2"
"BAG2","SIM2"
"BAG2","ILK"
"BAG2","TUBA1A"
"BAG2","QARS"
"BAG2","TRAF6"
"BAG2","PCCA"
"BAG2","PPP2R2D"
"BAG2","SPHK1"
"BAG2","MLF1"
"BAG2","LIMK2"
"BAG2","RIPK4"
"BAG2","IRAK1"
"BAG2","PTP4A3"
"BAG2","PRAME"
"BAG2","LRRK2"
"BAG2","TUBB"
"BAG2","LAMB3"
"BAG2","HSPA1B"
"BAG2","HSPA1A"
"BAG2","POU5F1"
"BAG2","RPS18"
"RAB23","PTBP3"
"RAB23","TMEM17"
"CCNC","MED28"
"CCNC","MED1"
"CCNC","CCNT1"
"CCNC","ASH2L"
"CCNC","KRT34"
"CCNC","CDK8"
"CCNC","MED10"
"CCNC","MED4"
"CCNC","MGST3"
"CCNC","SHC3"
"CCNC","MED22"
"CCNC","LCN2"
"CCNC","NRBF2"
"CCNC","MBIP"
"CCNC","MED21"
"CCNC","ZNF18"
"CCNC","MED8"
"CCNC","RUSC1"
"CCNC","MED11"
"CCNC","SYNC"
"CCNC","REL"
"CCNC","MED30"
"CCNC","CDK5"
"CCNC","GOLGA2"
"CCNC","SERTAD3"
"CCNC","SMAD1"
"CCNC","KRT15"
"CCNC","KRT13"
"CCNC","SMARCC1"
"CCNC","NMNAT1"
"CCNC","MED12"
"CCNC","PRKDC"
"PRDM13","KDM5B"
"E2F3","TRIM23"
"E2F3","BCL6"
"E2F3","TFDP2"
"E2F3","GPD2"
"E2F3","FHL2"
"E2F3","MSH6"
"E2F3","SLC2A1"
"E2F3","GPAM"
"E2F3","A1BG"
"E2F3","CDK2"
"E2F3","MYO1B"
"E2F3","EAPP"
"E2F3","TRIM28"
"E2F3","IMPA1"
"E2F3","STT3A"
"E2F3","NAT10"
"E2F3","DHX9"
"E2F3","LRPPRC"
"E2F3","RB1"
"E2F3","AFG3L2"
"E2F3","SLC16A3"
"E2F3","RAB13"
"E2F3","PARP1"
"E2F3","LBR"
"E2F3","CCNA2"
"E2F3","ZNF300"
"E2F3","ITGB1"
"E2F3","SLC25A4"
"E2F3","HNRNPU"
"E2F3","AHCTF1"
"E2F3","AGPAT5"
"E2F3","EEF1A1"
"E2F3","LMNA"
"E2F3","VPS72"
"E2F3","ATP1A1"
"E2F3","RYBP"
"E2F3","ALB"
"E2F3","SFMBT1"
"E2F3","WRN"
"E2F3","ENOX2"
"E2F3","DDX21"
"E2F3","NOLC1"
"E2F3","KRT1"
"E2F3","CTNNB1"
"E2F3","SLC25A6"
"E2F3","DHCR7"
"E2F3","SLC25A10"
"E2F3","RPS27L"
"E2F3","PCLO"
"E2F3","KRT14"
"E2F3","NOC2L"
"E2F3","MYO6"
"E2F3","ATAD3A"
"E2F3","MYO1C"
"E2F3","TFDP1"
"E2F3","PRKDC"
"PTP4A1","CDK2"
"PTP4A1","TUBA1B"
"PTP4A1","MACROD1"
"PTP4A1","MYC"
"PTP4A1","SSB"
"PTP4A1","APP"
"PTP4A1","TNFAIP8"
"PTP4A1","MRPS28"
"PTP4A1","EIF3M"
"PTP4A1","HLCS"
"PTP4A1","CNNM3"
"PTP4A1","PA2G4"
"PTP4A1","PTP4A2"
"PTP4A1","CMSS1"
"PTP4A1","LAMP1"
"PTP4A1","SND1"
"WASF1","ACTR3"
"WASF1","PCDH17"
"WASF1","GNAI1"
"WASF1","WASF3"
"WASF1","NHSL1"
"WASF1","LCP1"
"WASF1","ABI1"
"WASF1","FNBP1L"
"WASF1","PCDH10"
"WASF1","ATP6V1C2"
"WASF1","PIK3R1"
"WASF1","DST"
"WASF1","SORBS2"
"WASF1","HSF2BP"
"WASF1","RYK"
"WASF1","CDK5"
"WASF1","CRK"
"WASF1","IL12A"
"WASF1","CXCL8"
"WASF1","NLGN1"
"WASF1","KRT8"
"WASF1","KRT19"
"WASF1","GRB2"
"WASF1","LRRK2"
"WASF1","TCF4"
"WASF1","NTRK1"
"WASF1","ZNF511"
"WASF1","BRK1"
"ALDH5A1","NR3C1"
"ALDH5A1","ALDH1B1"
"ALDH5A1","SEC31A"
"ALDH5A1","JUN"
"ALDH5A1","ADI1"
"ALDH5A1","ABAT"
"ALDH5A1","MAGEA11"
"ALDH5A1","GLMP"
"ALDH5A1","OXLD1"
"VNN2","TNFSF9"
"VNN2","GPM6A"
"VNN2","FZD7"
"VNN2","DPY19L4"
"VNN2","ITGB2"
"VNN2","FZD6"
"VNN2","KLK7"
"VNN2","ECEL1"
"VNN2","CST6"
"VNN2","S1PR5"
"VNN2","APOD"
"VNN2","GM2A"
"VNN2","GPAA1"
"VNN2","DNAJC19"
"ACOT13","FN1"
"ACOT13","CDK2"
"ACOT13","SBDS"
"ACOT13","PCTP"
"ACOT13","WDYHV1"
"ACOT13","NDUFAF2"
"ACOT13","RAB31"
"ACOT13","UBE2N"
"ACOT13","ECI2"
"GMNN","NPHP3"
"GMNN","CDC20"
"GMNN","HOXA7"
"GMNN","CDK2"
"GMNN","CKS2"
"GMNN","HOXD10"
"GMNN","MYO5C"
"GMNN","HSPBP1"
"GMNN","CCDC146"
"GMNN","SIX3"
"GMNN","CCNA2"
"GMNN","CDKN2A"
"GMNN","HERC4"
"GMNN","ATM"
"GMNN","CASP3"
"GMNN","CDT1"
"GMNN","CDK1"
"GMNN","ZNF439"
"GMNN","CLTB"
"GMNN","CTC1"
"GMNN","SAPCD2"
"GMNN","KANK2"
"GMNN","TFDP1"
"EYA4","CCDC88A"
"EYA4","RPA2"
"EYA4","GLO1"
"EYA4","SIX1"
"EYA4","SCO2"
"EYA4","SCO1"
"EYA4","AGT"
"EYA4","ARRB1"
"EYA4","PFDN2"
"EYA4","PPIP5K2"
"EYA4","BAG3"
"EYA4","GNAQ"
"EYA4","EOGT"
"EYA4","PLEC"
"EYA4","DCTPP1"
"EYA4","GSTA2"
"SNX3","ITGA4"
"SNX3","AKR1A1"
"SNX3","PTBP3"
"SNX3","GOT1"
"SNX3","SBDS"
"SNX3","PIN1"
"SNX3","VHL"
"SNX3","MRAP2"
"SNX3","STX11"
"SNX3","SPRY2"
"SNX3","MYC"
"SNX3","TAGLN3"
"SNX3","SRPRB"
"SNX3","TAGLN"
"SNX3","AKR1C2"
"SNX3","PAXIP1"
"SNX3","TAGLN2"
"SNX3","VCAM1"
"SNX3","GJB2"
"SNX3","CRK"
"SNX3","USP47"
"SNX3","FGB"
"SNX3","CTPS1"
"SNX3","GRB2"
"SNX3","ARL6IP6"
"SNX3","PDE4DIP"
"SNX3","TMEM17"
"SNX3","PPIA"
"SNX3","SRC"
"SNX3","SERPINB5"
"SNX3","HLA-B"
"TRIM38","BYSL"
"TRIM38","EIF1B"
"TRIM38","HSPA2"
"TRIM38","TICAM1"
"TRIM38","STXBP1"
"TRIM38","MYC"
"TRIM38","SDCBP"
"TRIM38","UBE2E3"
"TRIM38","TCEA2"
"TRIM38","TRAF6"
"TRIM38","MTURN"
"TRIM38","UBE2E2"
"TRIM38","TSPYL4"
"TRIM38","HSPA1B"
"TRIM38","HSPA1A"
"PEX7","PEX5L"
"PEX7","PDCL3"
"PEX7","TLE3"
"PEX7","PEX13"
"PEX7","PRMT6"
"PEX7","C6orf226"
"ARFGEF3","EGFR"
"ARFGEF3","BMI1"
"ARFGEF3","FGFR1OP"
"ARFGEF3","PHB2"
"SLC16A10","KLK8"
"SLC16A10","RACGAP1"
"ADGRG6","FBXO6"
"PHACTR2","PLCG1"
"PHACTR2","TMOD3"
"PHACTR2","PIK3R1"
"PHACTR2","CRK"
"PHACTR2","GRB2"
"PHACTR2","SRC"
"SLC39A7","CNTRL"
"SLC39A7","TCTN3"
"SLC39A7","MYC"
"SLC39A7","ERBB2"
"SLC39A7","RGS20"
"SLC39A7","SLC34A2"
"SLC39A7","MAD2L1"
"SLC39A7","BMI1"
"SLC39A7","CRCT1"
"SLC39A7","SUZ12"
"SLC39A7","TMEM216"
"SLC39A7","TCTN1"
"QKI","DUSP22"
"QKI","MAPKAPK3"
"QKI","FN1"
"QKI","WDR77"
